Min0,Min1,Min2,Min3,Min4,Max0,Max1,Max2,Max3,Max4,Mean0,Mean1,Mean2,Mean3,Mean4,Std0,Std1,Std2,Std3,Std4,Range0,Range1,Range2,Range3,Range4,Peaksen0peak0,Peaksen0peak1,Peaksen1peak0,Peaksen1peak1,Peaksen2peak0,Peaksen2peak1,Peaksen3peak0,Peaksen3peak1,Peaksen4peak0,Peaksen4peak1,Avg_mpu1,Avg_mpu2,Std_mpu1,Std_mpu2,Type_of_contact
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,-156.2,26.4,47.1,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.4,-156.9,40.2,80.9,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,-215.3,351.1,297.9,shove
0.6,0.4,0.5,0.4,0.6,0.6,0.5,0.6,0.5,0.6,0.6,0.5,0.5,0.4,0.6,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,49.1,-148.3,2.8,3.9,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,-162.2,61.2,45.2,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.2,-145.2,7.8,5.5,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,-132.7,60,79,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.3,0.2,0.3,0.3,0.2,0.2,0,0,0,0,0,0,0.1,0,0,0.1,0,0,2,1,0,0,0,0,2,1,57.3,-194.1,90.1,89.8,squeeze
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,68.4,-130.1,58.8,40.4,touch
0.3,0.2,0.3,0.2,0.2,0.3,0.3,0.4,0.2,0.3,0.3,0.3,0.4,0.2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,59.2,-147.6,21.7,8,hug
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5,-149.7,20.4,16,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.9,-118.3,560,145.6,shove
0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-158.7,26.2,26.7,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-162,-322.2,775.6,591.7,shove
0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.3,0.2,0.3,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0.1,0.1,0,0,0.1,0,0,2,0,2,0,0,0,2,1,80.4,-204.4,110.2,137.5,squeeze
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.5,-146.7,2.1,0.9,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.1,-154.9,37.7,59,caress
0.2,0.3,0.3,0.2,0.3,0.2,0.3,0.4,0.2,0.3,0.2,0.3,0.4,0.2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,-144.7,4.4,2.3,hug
0.2,0.3,0.3,0.3,0.2,0.4,0.3,0.4,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0,0,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,65.1,-135.7,22.6,19.7,hug
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.7,-150,22.2,11.2,caress
0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.6,0.3,0.4,0.2,0.2,0.4,0.2,0.3,0,0,0.1,0,0.1,0.1,0.1,0.3,0.1,0.2,1,0,1,0,2,0,0,1,1,0,45.7,-166.3,155.2,57.8,choke
0.2,0.3,0.4,0.3,0.3,0.3,0.4,0.5,0.4,0.3,0.2,0.4,0.5,0.3,0.3,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,1,0,0,0,0,81.8,-86.3,49.3,73.9,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.5,-147.4,2.9,2.4,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.4,-147,15.8,11.7,touch
0.6,0.6,0.6,0.8,0.5,0.7,0.6,0.7,0.8,0.5,0.7,0.6,0.7,0.8,0.5,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,70.7,-150.8,107.4,38.2,choke
0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.4,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,56.2,-143.8,17.6,9.6,hug
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.2,-148.9,40.6,39.7,caress
0.6,0.4,0.6,0.4,0.4,0.8,0.5,0.6,0.4,0.4,0.7,0.4,0.6,0.4,0.4,0.1,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6,-137,37.7,19.1,choke
0.4,0.4,0.5,0.2,0.3,0.4,0.4,0.5,0.2,0.3,0.4,0.4,0.5,0.2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.4,-147.5,1.5,2.7,hug
0.8,0.6,0.9,1,0.7,0.9,0.6,1,1.2,0.9,0.9,0.6,0.9,1.1,0.8,0,0,0,0,0,0.1,0,0.1,0.1,0.1,1,0,0,0,1,0,1,0,1,0,64,-168.9,23.9,45.4,choke
0.5,0.3,0.5,0.4,0.4,0.9,0.5,0.8,0.6,0.6,0.7,0.4,0.7,0.5,0.5,0.1,0,0.1,0.1,0.1,0.4,0.2,0.3,0.2,0.3,1,1,1,1,1,1,1,1,1,0,84.1,-194.2,86.8,104.2,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.1,-146.3,2.9,1.6,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.4,-158.1,61.3,110.8,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.3,-129.8,617,240.3,shove
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.8,-138,418.3,94.2,shove
0.3,0.2,0.4,0.2,0.2,0.3,0.3,0.4,0.2,0.3,0.3,0.3,0.4,0.2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.6,-145.8,11.2,8.8,hug
0.5,0.6,0.7,0.4,0.5,0.5,0.6,0.7,0.4,0.6,0.5,0.6,0.7,0.4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.7,-145.2,2.4,2.6,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,54.2,-153.3,17.8,16.7,touch
0.3,0.3,0.4,0.2,0.3,0.3,0.3,0.4,0.2,0.3,0.3,0.3,0.4,0.2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.8,-146.9,12,5.7,hug
0.3,0.4,0.3,0.3,0.2,0.3,0.4,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.2,-143.3,5.2,4.1,hug
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.5,-154,71.6,78.2,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,2,1,0,0,2,1,65.8,-145.7,149.6,78.4,squeeze
0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,55.1,-144.3,242.7,57.3,squeeze
0.3,0.4,0.4,0.2,0.3,0.3,0.5,0.5,0.4,0.4,0.3,0.5,0.5,0.3,0.3,0,0,0,0.1,0,0,0.1,0.1,0.1,0.1,0,0,0,0,0,1,0,1,0,0,35.6,-118,48.6,66.9,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,2,0,2,0,2,0,49.8,-152.7,28.6,39.5,squeeze
1.3,0.6,0.7,0.2,0.6,1.4,0.6,0.7,0.2,0.6,1.4,0.6,0.7,0.2,0.6,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.3,-146.3,6.7,6.2,choke
0.5,0.5,0.5,0.6,0.5,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.7,0.6,0,0,0,0.1,0,0.1,0.1,0.1,0.2,0.1,0,0,0,0,0,0,0,0,1,0,-70.4,-136.6,120.3,74.6,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.6,-145.9,62.8,83.7,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.3,-157.8,82.7,31.6,caress
0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0.1,0,0.1,0,0,3,0,1,0,3,0,3,0,1,0,61.3,-166.1,71.7,158.4,squeeze
0.3,0.3,0.4,0.3,0.2,0.3,0.3,0.5,0.3,0.2,0.3,0.3,0.4,0.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,53.5,-140.2,22,11.7,hug
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.5,-157.6,73.8,54.4,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.9,-148.1,3.7,4.1,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.1,-150.1,66.4,30.2,caress
0.6,0.4,0.6,0.4,0.5,0.7,0.5,0.7,0.5,0.7,0.7,0.5,0.7,0.5,0.7,0,0.1,0,0,0.1,0.1,0.2,0.1,0.1,0.2,1,0,0,0,1,0,1,0,0,0,59.8,-169.8,15.8,36.2,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.2,-133.1,391,161,shove
0.6,0.6,0.5,0.6,0.5,0.6,0.6,0.5,0.6,0.5,0.6,0.6,0.5,0.6,0.5,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,57.7,-143.3,3.5,5.7,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,-117.5,82.4,83.2,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.6,-131.1,25.3,42.2,caress
0.3,0.3,0.3,0.3,0.2,0.3,0.4,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.7,-145.5,20.6,6.2,hug
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.1,-204.1,545.6,595.6,shove
0.5,0.6,0.7,0.3,0.5,0.5,0.6,0.7,0.4,0.6,0.5,0.6,0.7,0.4,0.6,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,1,0,0,54.1,-133.6,16.1,22.8,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-58.4,-107.6,471.5,204.5,shove
0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0,0,0,0,0,0,0.1,0,0,0,0,0,3,0,0,0,0,0,0,0,39.7,-134.3,183.2,90.5,squeeze
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.2,-149.2,344.2,415.3,shove
0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0.1,0.1,0,0,0,2,0,2,0,0,0,1,0,2,0,31.4,-151.2,142.9,101.2,squeeze
0.6,0.5,0.5,0.7,0.4,0.6,0.5,0.6,0.7,0.5,0.6,0.5,0.5,0.7,0.5,0,0,0,0,0,0.1,0,0.1,0,0.1,1,0,1,0,2,0,0,0,0,0,107.1,-145.8,83.4,25.2,choke
0.3,0.2,0.3,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.7,-143.2,2.6,2.6,hug
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.2,-143.4,27.2,23.7,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.6,-40.5,353.1,376.2,shove
0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,123.8,-135.1,818.4,890.7,shove
0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.3,0.3,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0.1,0,0,0.1,0,0,2,0,0,2,0,1,1,0,0,9.8,-147.7,106.9,87.7,squeeze
0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,140.5,-129.5,452.9,96.3,shove
0.6,0.6,0.5,0.6,0.5,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.5,0.6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,-147.3,3.9,5.3,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.6,-124.6,91.4,61.7,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-158.5,27,37,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,-161.8,554.1,111.6,shove
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,-157.3,101.8,55.7,touch
0.6,0.6,0.5,0.6,0.5,0.7,0.6,0.6,0.7,0.6,0.7,0.6,0.6,0.7,0.6,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,53.6,-146.7,9.9,19.6,choke
0.3,0.2,0.4,0.3,0.2,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.4,0.3,0.2,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,56.2,-147.7,10,12.5,hug
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,-141.7,532.8,869.2,shove
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5,-160.7,66.2,57.1,caress
0.2,0.2,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.2,0,0,0,0,0,0.1,0.1,0.1,0,0,1,0,0,0,0,0,1,0,0,0,50.3,-145.9,29.2,44.8,hug
0.4,0.3,0.3,0.4,0.2,0.4,0.3,0.3,0.4,0.3,0.4,0.3,0.3,0.4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.5,-159,114.7,45.1,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.9,-147.1,76.1,64.5,caress
0.6,0.4,0.4,0.5,0.4,0.6,0.4,0.4,0.5,0.4,0.6,0.4,0.4,0.5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,53.4,-147.9,5,3.6,choke
0.2,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.1,-144.8,12.7,6.3,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,195.1,-155.4,489.1,227.5,shove
0.2,0.2,0.3,0.2,0.2,0.4,0.3,0.4,0.3,0.2,0.2,0.2,0.3,0.2,0.2,0.1,0,0,0,0,0.2,0,0.1,0.1,0,3,0,2,0,1,0,2,0,2,0,90.5,-213.7,189.3,184.2,squeeze
0.2,0.3,0.3,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.9,-143.7,3.9,2.5,hug
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.1,-150.6,49.2,36.9,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.6,-150.5,35.5,47.9,caress
0.3,0.2,0.3,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.6,-142.7,2.1,2.5,hug
0.3,0.3,0.4,0.2,0.3,0.4,0.3,0.4,0.2,0.3,0.4,0.3,0.4,0.2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.8,-141.8,15.6,8.3,hug
0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,2,0,1.4,-156.2,171,99.5,squeeze
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-58.2,-190.7,350,510.7,shove
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.9,-139.5,38.9,52.5,caress
0.3,0.3,0.3,0.2,0.3,0.4,0.4,0.5,0.2,0.3,0.4,0.3,0.4,0.2,0.3,0,0,0.1,0,0,0,0.1,0.2,0,0.1,1,1,0,1,0,0,0,0,0,0,51.5,-150.3,10.2,24.6,hug
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.5,-149.3,8.4,6.9,touch
0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.3,0.2,0.3,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0.1,0,0.1,0,0.1,0,0,0,0,1,0,0,1,0,0,39.4,-157,109.6,61.4,squeeze
0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,-147.8,1.9,2.7,hug
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.5,-145.7,24.1,66.5,caress
0.2,0.4,0.4,0.3,0.2,0.5,0.8,0.8,0.6,0.5,0.4,0.6,0.6,0.5,0.4,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,21.1,-83.9,139.4,51.8,choke
0.2,0.2,0.3,0,0.2,0.4,0.2,0.4,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.1,0,0.1,0.1,0,0.2,0,0.1,0.2,0,2,0,1,0,3,0,2,0,0,0,18.8,-150.1,45,89.1,squeeze
0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0,0,0,0,0,0,0.1,0,0,0,2,0,3,0,0,0,0,0,3,0,52.7,-147.4,66.5,90.9,squeeze
0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.3,0.2,0.3,0.3,0.2,0.2,0,0,0,0,0,0,0.1,0,0,0.2,0,0,3,0,1,0,0,0,2,0,53.6,-145,35.4,190.1,squeeze
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.1,-144.5,32.8,20.9,caress
0.4,0.3,0.5,0.3,0.3,0.4,0.3,0.5,0.3,0.3,0.4,0.3,0.5,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.4,-149.4,3.1,4.1,hug
0.2,0.3,0.4,0.3,0.3,0.2,0.3,0.5,0.3,0.3,0.2,0.3,0.5,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.2,-142.6,7.7,5.2,hug
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.6,-147.8,9.6,7.7,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-209.6,-444.9,793.8,980,shove
0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.3,0.2,0.3,0.3,0.2,0.2,0,0,0,0,0,0,0.1,0,0,0.1,2,0,2,1,0,0,1,0,2,1,72.1,-172.8,112.2,82.5,squeeze
